month,day,hour,src_beacon_hill,src_boston_university,src_fenway,src_financial_district,src_haymarket_square,src_north_end,src_north_station,src_northeastern_university,src_south_station,src_theatre_district,src_west_end,demand,weekday,is_weekend,avg_price,avg_distance,avg_temperature,avg_precip_intensity,avg_precip_prob,avg_humidity,avg_wind_speed,avg_visibility,avg_temp_high,avg_temp_low,prop_uber,prop_shared,prop_special,prop_standard,prop_xl
12,18,5,1,0,0,0,0,0,0,0,0,0,0,154,1,0,16.142857142857142,2.091103896103896,36.27,0.0,0.0,0.66,9.02,7.357,32.91,20.9,0.551948051948052,0.18181818181818182,0.09090909090909091,0.14935064935064934,0.17532467532467533
12,18,6,0,0,0,0,0,0,0,0,0,0,0,190,1,0,15.721052631578948,2.016157894736842,33.71,0.0017000000000000001,0.10999999999999999,0.65,11.05,5.86,32.75,20.66,0.6421052631578947,0.17894736842105263,0.09473684210526316,0.1631578947368421,0.16842105263157894
12,18,6,0,0,0,0,0,0,0,0,0,0,1,133,1,0,15.868421052631579,2.322406015037594,33.71,0.0017,0.11,0.65,11.05,5.86,32.75,20.66,0.6090225563909775,0.15789473684210525,0.11278195488721804,0.19548872180451127,0.18796992481203006
12,18,6,0,0,0,0,0,0,0,0,0,1,0,165,1,0,15.642424242424243,2.066181818181818,33.71,0.0017,0.10999999999999999,0.65,11.05,5.86,32.75,20.66,0.5333333333333333,0.20606060606060606,0.10303030303030303,0.15757575757575756,0.19393939393939394
12,18,6,0,0,0,0,0,0,0,0,1,0,0,169,1,0,15.07396449704142,1.7606508875739646,33.71,0.0017,0.11,0.65,11.05,5.86,32.75,20.66,0.4556213017751479,0.17751479289940827,0.05325443786982249,0.17159763313609466,0.1893491124260355
12,18,6,0,0,0,0,0,0,0,1,0,0,0,127,1,0,17.763779527559056,2.5825984251968506,33.71,0.0017,0.11,0.65,11.05,5.86,32.75,20.66,0.5590551181102362,0.18110236220472442,0.07874015748031496,0.11811023622047244,0.1968503937007874
12,18,6,0,0,0,0,0,0,1,0,0,0,0,122,1,0,16.74590163934426,2.2354918032786886,33.71,0.0017,0.11,0.65,11.05,5.86,32.75,20.66,0.48360655737704916,0.1557377049180328,0.09836065573770492,0.14754098360655737,0.18032786885245902
12,18,6,0,0,0,0,0,1,0,0,0,0,0,129,1,0,15.476744186046512,1.8568217054263565,33.71,0.0017,0.11,0.65,11.05,5.86,32.75,20.66,0.49612403100775193,0.17054263565891473,0.13178294573643412,0.15503875968992248,0.15503875968992248
12,18,6,0,0,0,0,1,0,0,0,0,0,0,143,1,0,13.185314685314685,1.0515384615384615,33.71,0.0017,0.11,0.65,11.05,5.86,32.75,20.66,0.46853146853146854,0.18181818181818182,0.09090909090909091,0.16783216783216784,0.17482517482517482
12,18,6,0,0,0,1,0,0,0,0,0,0,0,125,1,0,18.252,2.79408,33.71,0.0017,0.11,0.65,11.05,5.86,32.75,20.66,0.72,0.224,0.08,0.112,0.16
12,18,6,0,0,1,0,0,0,0,0,0,0,0,150,1,0,18.36,2.87,33.71,0.0017000000000000001,0.11,0.65,11.05,5.86,32.75,20.66,0.6066666666666667,0.12,0.11333333333333333,0.16666666666666666,0.23333333333333334
12,18,6,0,1,0,0,0,0,0,0,0,0,0,159,1,0,18.852201257861637,2.921069182389937,33.71,0.0017,0.10999999999999999,0.65,11.05,5.86,32.75,20.66,0.5534591194968553,0.20125786163522014,0.10062893081761007,0.1509433962264151,0.12578616352201258
12,18,6,1,0,0,0,0,0,0,0,0,0,0,113,1,0,15.827433628318584,2.0094690265486723,33.71,0.0017,0.11,0.65,11.05,5.86,32.75,20.66,0.6637168141592921,0.1592920353982301,0.10619469026548672,0.1592920353982301,0.18584070796460178
12,18,7,0,0,0,0,0,0,0,0,0,0,0,171,1,0,14.894736842105264,1.9374269005847955,31.71,0.0025,0.17,0.61,11.52,7.113,32.75,20.66,0.47368421052631576,0.18128654970760233,0.06432748538011696,0.22807017543859648,0.16374269005847952
12,18,7,0,0,0,0,0,0,0,0,0,0,1,167,1,0,16.491017964071855,2.0832335329341314,31.709999999999997,0.0025,0.17,0.61,11.52,7.113,32.75,20.66,0.5508982035928144,0.16167664670658682,0.10179640718562874,0.16766467065868262,0.1317365269461078
12,18,7,0,0,0,0,0,0,0,0,0,1,0,171,1,0,15.529239766081872,1.8242105263157895,31.71,0.0025,0.17,0.61,11.52,7.113,32.75,20.66,0.6842105263157895,0.1286549707602339,0.10526315789473684,0.18128654970760233,0.1871345029239766
12,18,7,0,0,0,0,0,0,0,0,1,0,0,132,1,0,15.481060606060606,1.7676515151515153,31.71,0.0025,0.17,0.61,11.52,7.113,32.75,20.66,0.4696969696969697,0.17424242424242425,0.06060606060606061,0.19696969696969696,0.14393939393939395
12,18,7,0,0,0,0,0,0,0,1,0,0,0,132,1,0,18.852272727272727,2.839242424242424,31.71,0.0025,0.17,0.61,11.52,7.113,32.75,20.66,0.3787878787878788,0.15151515151515152,0.06060606060606061,0.1893939393939394,0.15151515151515152
12,18,7,0,0,0,0,0,0,1,0,0,0,0,158,1,0,17.787974683544302,2.23626582278481,31.71,0.0025,0.17,0.61,11.52,7.113,32.75,20.66,0.5443037974683544,0.17721518987341772,0.0759493670886076,0.12025316455696203,0.18354430379746836
12,18,7,0,0,0,0,0,1,0,0,0,0,0,146,1,0,15.602739726027398,1.6673972602739726,31.709999999999997,0.0025,0.17,0.61,11.52,7.113,32.75,20.66,0.5136986301369864,0.1780821917808219,0.0684931506849315,0.1643835616438356,0.1780821917808219
12,18,7,0,0,0,0,1,0,0,0,0,0,0,138,1,0,13.93840579710145,1.0122463768115941,31.710000000000004,0.0025,0.17,0.61,11.52,7.113,32.75,20.66,0.5579710144927537,0.14492753623188406,0.09420289855072464,0.13043478260869565,0.17391304347826086
12,18,7,0,0,0,1,0,0,0,0,0,0,0,100,1,0,16.945,2.7432,31.71,0.0025,0.17,0.61,11.52,7.113,32.75,20.66,0.58,0.19,0.1,0.17,0.17
12,18,7,0,0,1,0,0,0,0,0,0,0,0,116,1,0,18.344827586206897,2.743103448275862,31.71,0.0024999999999999996,0.17,0.6100000000000001,11.52,7.113,32.75,20.66,0.4827586206896552,0.15517241379310345,0.09482758620689655,0.1896551724137931,0.13793103448275862
12,18,7,0,1,0,0,0,0,0,0,0,0,0,152,1,0,19.50986842105263,3.269407894736842,31.71,0.0025,0.17,0.61,11.52,7.113000000000001,32.75,20.66,0.4868421052631579,0.19078947368421054,0.10526315789473684,0.1513157894736842,0.14473684210526316
